features,score
hash-3960,1.0
hash-7586,1.0
hash-971,1.0
hash-4492,1.0
hash-8856,1.0
hash-5902,1.0
hash-3863,1.0
hash-2819,1.0
hash-2998,1.0
hash-8657,1.0
hash-3025,1.0
hash-9949,1.0
hash-3938,1.0
hash-1263,1.0
hash-9968,1.0
hash-6013,1.0
hash-7458,1.0
hash-7700,1.0
hash-8636,1.0
hash-2789,1.0
hash-7008,1.0
hash-4701,1.0
hash-5886,1.0
hash-9436,1.0
hash-6615,1.0
hash-4177,1.0
hash-4947,1.0
hash-2213,1.0
hash-9592,1.0
hash-6209,1.0
hash-1261,1.0
hash-9546,1.0
hash-7541,1.0
hash-2442,1.0
hash-9404,1.0
hash-3060,1.0
hash-7564,1.0
hash-2991,1.0
hash-6692,1.0
hash-7370,1.0
hash-1871,1.0
hash-7218,1.0
hash-5386,1.0
hash-2471,1.0
hash-3029,1.0
hash-3792,1.0
hash-8530,1.0
hash-4829,1.0
hash-4131,1.0
hash-5023,1.0
hash-2892,1.0
hash-7912,1.0
hash-9131,1.0
hash-1030,1.0
hash-3259,1.0
hash-2762,1.0
hash-808,1.0
hash-5156,1.0
hash-5814,1.0
hash-6920,1.0
hash-1655,1.0
hash-7135,1.0
hash-9112,1.0
hash-8207,1.0
hash-9204,1.0
hash-8832,1.0
hash-4819,1.0
hash-6745,1.0
hash-6750,1.0
hash-4069,1.0
hash-1581,1.0
hash-6622,1.0
hash-1997,1.0
hash-6243,1.0
hash-2132,1.0
hash-4995,1.0
hash-5408,1.0
hash-3386,1.0
hash-6200,1.0
hash-2190,1.0
hash-8269,1.0
hash-1462,1.0
hash-8180,1.0
hash-4404,1.0
hash-9417,1.0
hash-2364,1.0
hash-8795,1.0
hash-9645,1.0
hash-8325,1.0
hash-4558,1.0
hash-1593,1.0
hash-8063,1.0
hash-5654,1.0
hash-4228,1.0
hash-5343,1.0
hash-8282,1.0
hash-8088,1.0
hash-2906,1.0
hash-5872,1.0
hash-191,1.0
hash-3156,1.0
hash-8046,1.0
hash-1528,1.0
hash-2287,1.0
hash-1105,1.0
hash-3654,1.0
hash-905,1.0
hash-6770,1.0
hash-370,1.0
hash-981,1.0
hash-7871,1.0
hash-7904,1.0
hash-7894,1.0
hash-9811,1.0
hash-2735,1.0
hash-3999,1.0
hash-9257,1.0
hash-318,1.0
hash-2070,1.0
hash-6328,1.0
hash-2846,1.0
hash-5724,1.0
hash-2480,1.0
hash-9802,1.0
hash-9677,1.0
hash-4714,1.0
hash-3184,1.0
hash-2096,1.0
hash-9905,1.0
hash-2073,1.0
hash-5245,1.0
hash-4635,1.0
hash-3794,1.0
hash-7985,1.0
hash-4443,1.0
hash-900,1.0
hash-83,1.0
hash-8302,1.0
hash-5301,1.0
hash-9278,1.0
hash-7315,1.0
hash-9716,1.0
hash-9635,1.0
hash-6322,1.0
hash-1065,1.0
hash-5191,1.0
hash-1162,1.0
hash-1307,1.0
hash-2368,1.0
hash-3570,1.0
hash-7761,1.0
hash-5358,1.0
hash-5134,1.0
hash-1631,1.0
hash-9344,1.0
hash-8641,1.0
hash-3659,1.0
hash-4769,1.0
hash-286,1.0
hash-2975,1.0
hash-1596,1.0
hash-5985,1.0
hash-7230,1.0
hash-9083,1.0
hash-7657,1.0
hash-8152,1.0
hash-1924,1.0
hash-4123,1.0
hash-431,1.0
hash-7934,1.0
hash-9903,1.0
hash-5565,1.0
hash-4189,1.0
hash-1420,1.0
hash-5802,1.0
hash-7273,1.0
hash-4256,1.0
hash-3239,1.0
hash-1652,1.0
hash-4576,1.0
hash-2133,1.0
hash-4957,1.0
hash-5381,1.0
hash-9348,1.0
hash-6001,1.0
hash-3791,1.0
hash-1729,1.0
hash-1986,1.0
hash-3354,1.0
hash-7203,1.0
hash-5087,1.0
hash-9764,1.0
hash-1351,1.0
hash-4122,1.0
hash-2554,1.0
hash-604,1.0
hash-8164,1.0
hash-3966,1.0
hash-9685,1.0
hash-3234,1.0
hash-5025,1.0
hash-1942,1.0
hash-6756,1.0
hash-8745,1.0
hash-570,1.0
hash-3912,1.0
hash-4535,1.0
hash-7127,1.0
hash-3555,1.0
hash-4010,1.0
hash-2925,1.0
hash-3810,1.0
hash-2887,1.0
hash-8560,1.0
hash-5077,1.0
hash-568,1.0
hash-2332,1.0
hash-6120,1.0
hash-3882,1.0
hash-4453,1.0
hash-3381,1.0
hash-4439,1.0
hash-6250,1.0
hash-9982,1.0
hash-6780,1.0
hash-7330,1.0
hash-7056,1.0
hash-923,1.0
hash-8930,1.0
hash-1006,1.0
hash-9733,1.0
hash-7507,1.0
hash-9816,1.0
hash-2749,1.0
hash-9227,1.0
hash-7897,1.0
hash-3528,1.0
hash-6552,1.0
hash-1617,1.0
hash-1598,1.0
hash-4055,1.0
hash-4887,1.0
hash-9715,1.0
hash-4173,1.0
hash-2045,1.0
hash-8669,1.0
hash-8222,1.0
hash-7618,1.0
hash-985,1.0
hash-1534,1.0
hash-8661,1.0
hash-6620,1.0
hash-6240,1.0
hash-8786,1.0
hash-8391,1.0
hash-7281,1.0
hash-5463,1.0
hash-6983,1.0
hash-1490,1.0
hash-7711,1.0
hash-8724,1.0
hash-2166,1.0
hash-1838,1.0
hash-452,1.0
hash-9956,1.0
hash-888,1.0
hash-5891,1.0
hash-273,1.0
hash-7967,1.0
hash-9724,1.0
hash-3213,1.0
hash-1957,1.0
hash-7042,1.0
hash-7085,1.0
hash-8240,1.0
hash-5988,1.0
hash-8166,1.0
hash-4847,1.0
hash-5647,1.0
hash-6161,1.0
hash-6639,1.0
hash-2868,1.0
hash-9655,1.0
hash-6476,1.0
hash-4238,1.0
hash-5730,1.0
hash-1392,1.0
hash-867,1.0
hash-1683,1.0
hash-5709,1.0
hash-8298,1.0
hash-3199,1.0
hash-2869,1.0
hash-1614,1.0
hash-9591,1.0
hash-1203,1.0
hash-6819,1.0
hash-5089,1.0
hash-9448,1.0
hash-3185,1.0
hash-3585,1.0
hash-3117,1.0
hash-6024,1.0
hash-9094,1.0
hash-9307,1.0
hash-4913,1.0
hash-1495,1.0
hash-6588,1.0
hash-820,1.0
hash-3373,1.0
hash-2113,1.0
hash-6140,1.0
hash-1467,1.0
hash-5782,1.0
hash-8565,1.0
hash-9618,1.0
hash-3416,1.0
hash-964,1.0
hash-7834,1.0
hash-3884,1.0
hash-1181,1.0
hash-7489,1.0
hash-1976,1.0
hash-6628,1.0
hash-843,1.0
hash-9174,1.0
hash-1638,1.0
hash-6443,1.0
hash-5434,1.0
hash-5931,1.0
hash-1205,1.0
hash-1736,1.0
hash-3521,1.0
hash-4904,1.0
hash-9043,1.0
hash-5377,1.0
hash-9426,1.0
hash-2640,1.0
hash-1649,1.0
hash-2492,1.0
hash-772,1.0
hash-2369,1.0
hash-4734,1.0
hash-6318,1.0
hash-7669,1.0
hash-8536,1.0
hash-6571,1.0
hash-5805,1.0
hash-1566,1.0
hash-3851,1.0
hash-3445,1.0
hash-8638,1.0
hash-1012,1.0
hash-86,1.0
hash-7762,1.0
hash-3063,1.0
hash-3554,1.0
hash-3418,1.0
hash-8833,1.0
hash-232,1.0
hash-6905,1.0
hash-2797,1.0
hash-6869,1.0
hash-2446,1.0
hash-6320,1.0
hash-4745,1.0
hash-7215,1.0
hash-4518,1.0
hash-9194,1.0
hash-1346,1.0
hash-1889,1.0
hash-1531,1.0
hash-3758,1.0
hash-2953,1.0
hash-8852,1.0
hash-4097,1.0
hash-5971,1.0
hash-4348,1.0
hash-7969,1.0
hash-5767,1.0
hash-4121,1.0
hash-783,1.0
hash-7825,1.0
hash-4076,1.0
hash-5088,1.0
hash-1855,1.0
hash-933,1.0
hash-7287,1.0
hash-9636,1.0
hash-4878,1.0
hash-2359,1.0
hash-3431,1.0
hash-2255,1.0
hash-5223,1.0
hash-3212,1.0
hash-2400,1.0
hash-3242,1.0
hash-1937,1.0
hash-7055,1.0
hash-4693,1.0
hash-2881,1.0
hash-6688,1.0
hash-3215,1.0
hash-514,1.0
hash-6978,1.0
hash-43,1.0
hash-4630,1.0
hash-2491,1.0
hash-4114,1.0
hash-327,1.0
hash-9389,1.0
hash-8053,1.0
hash-6082,1.0
hash-629,1.0
hash-393,1.0
hash-1674,1.0
hash-7606,1.0
hash-9030,1.0
hash-7895,1.0
hash-2426,1.0
hash-2127,1.0
hash-4863,1.0
hash-5800,1.0
hash-6841,1.0
hash-7571,1.0
hash-1173,1.0
hash-9397,1.0
hash-2401,1.0
hash-6650,1.0
hash-3763,1.0
hash-2375,1.0
hash-6173,1.0
hash-7783,1.0
hash-3990,1.0
hash-7864,1.0
hash-5627,1.0
hash-4496,1.0
hash-5523,1.0
hash-4144,1.0
hash-81,1.0
hash-9296,1.0
hash-1170,1.0
hash-9059,1.0
hash-7251,1.0
hash-4016,1.0
hash-229,1.0
hash-8160,1.0
hash-1441,1.0
hash-7498,1.0
hash-9953,1.0
hash-6926,1.0
hash-7721,1.0
hash-6462,1.0
hash-2756,1.0
hash-9538,1.0
hash-3550,1.0
hash-7366,1.0
hash-1339,1.0
hash-5145,1.0
hash-7407,1.0
hash-2885,1.0
hash-451,1.0
hash-6984,1.0
hash-548,1.0
hash-2843,1.0
hash-5859,1.0
hash-7852,1.0
hash-5533,1.0
hash-9206,1.0
hash-9000,1.0
hash-7009,1.0
hash-1278,1.0
hash-5828,1.0
hash-3328,1.0
hash-4220,1.0
hash-4433,1.0
hash-2496,1.0
hash-8,1.0
hash-4080,1.0
hash-6995,1.0
hash-5737,1.0
hash-9190,1.0
hash-3182,1.0
hash-3254,1.0
hash-2776,1.0
hash-3741,1.0
hash-5883,1.0
hash-326,1.0
hash-1126,1.0
hash-5422,1.0
hash-3894,1.0
hash-626,1.0
hash-1853,1.0
hash-9855,1.0
hash-5617,1.0
hash-2963,1.0
hash-5184,1.0
hash-6369,1.0
hash-2211,1.0
hash-2842,1.0
hash-4517,1.0
hash-2608,1.0
hash-9047,1.0
hash-657,1.0
hash-3525,1.0
hash-6844,1.0
hash-5771,1.0
hash-29,1.0
hash-7923,1.0
hash-4848,1.0
hash-200,1.0
hash-2329,1.0
hash-3795,1.0
hash-4927,1.0
hash-9547,1.0
hash-133,1.0
hash-8161,1.0
hash-9481,1.0
hash-9373,1.0
hash-3198,1.0
hash-8060,1.0
hash-6495,1.0
hash-1794,1.0
hash-5133,1.0
hash-6909,1.0
hash-6220,1.0
hash-1201,1.0
hash-2137,1.0
hash-6107,1.0
hash-4061,1.0
hash-7658,0.9827586206896552
hash-7295,0.9803921568627452
hash-5127,0.9803921568627452
hash-16,0.979591836734694
hash-9831,0.979591836734694
hash-5419,0.979591836734694
hash-6743,0.9791666666666666
hash-7605,0.9791666666666666
hash-230,0.9787234042553192
hash-4444,0.9787234042553192
hash-1318,0.9782608695652174
hash-6159,0.9777777777777776
hash-4655,0.9777777777777776
hash-1073,0.9772727272727272
hash-794,0.9772727272727272
hash-9367,0.9772727272727272
hash-6734,0.9767441860465116
hash-1758,0.9767441860465116
hash-658,0.9761904761904762
hash-729,0.9761904761904762
hash-6511,0.9761904761904762
hash-1267,0.975609756097561
hash-4796,0.975609756097561
hash-9067,0.975609756097561
hash-4982,0.975609756097561
hash-1386,0.975609756097561
hash-6294,0.975609756097561
hash-3158,0.975
hash-3359,0.975
hash-2948,0.975
hash-1159,0.975
hash-45,0.9743589743589745
hash-1343,0.9743589743589745
hash-2033,0.9743589743589745
hash-4266,0.9743589743589745
hash-1828,0.9736842105263158
hash-7627,0.9736842105263158
hash-6990,0.972972972972973
hash-7006,0.972972972972973
hash-3535,0.972972972972973
hash-706,0.972972972972973
hash-724,0.972972972972973
hash-9075,0.972972972972973
hash-6359,0.9722222222222222
hash-1186,0.9722222222222222
hash-2911,0.9722222222222222
hash-4631,0.9722222222222222
hash-3088,0.9714285714285714
hash-8148,0.9714285714285714
hash-398,0.9714285714285714
hash-1121,0.9714285714285714
hash-7620,0.9705882352941176
hash-1066,0.9705882352941176
hash-7312,0.9705882352941176
hash-9212,0.9696969696969696
hash-2192,0.9696969696969696
hash-3365,0.9696969696969696
hash-8276,0.9696969696969696
hash-3682,0.9696969696969696
hash-2419,0.9696969696969696
hash-4263,0.9696969696969696
hash-7543,0.9696969696969696
hash-8592,0.9696969696969696
hash-1184,0.9696969696969696
hash-8849,0.96875
hash-2483,0.96875
hash-9103,0.96875
hash-3518,0.96875
hash-2393,0.967741935483871
hash-2824,0.967741935483871
hash-4723,0.967741935483871
hash-7519,0.967741935483871
hash-6708,0.967741935483871
hash-9205,0.9672131147540984
hash-8097,0.9666666666666668
hash-1980,0.9666666666666668
hash-1868,0.9666666666666668
hash-7325,0.9666666666666668
hash-9550,0.9666666666666668
hash-8660,0.9666666666666668
hash-960,0.9655172413793104
hash-2938,0.9655172413793104
hash-2428,0.9655172413793104
hash-5853,0.9655172413793104
hash-6170,0.9655172413793104
hash-1057,0.9655172413793104
hash-961,0.9655172413793104
hash-8521,0.9655172413793104
hash-7746,0.9655172413793104
hash-4306,0.9649122807017544
hash-32,0.9649122807017544
hash-6214,0.9642857142857144
hash-593,0.9642857142857144
hash-2763,0.9642857142857144
hash-3376,0.9642857142857144
hash-600,0.9642857142857144
hash-6292,0.9642857142857144
hash-649,0.9642857142857144
hash-9822,0.9642857142857144
hash-9294,0.9642857142857144
hash-6614,0.9642857142857144
hash-8496,0.962962962962963
hash-1844,0.962962962962963
hash-534,0.962962962962963
hash-3448,0.962962962962963
hash-2941,0.962962962962963
hash-6207,0.962962962962963
hash-4440,0.962962962962963
hash-219,0.962962962962963
hash-6721,0.9615384615384616
hash-2338,0.9615384615384616
hash-7129,0.9615384615384616
hash-5326,0.9615384615384616
hash-3311,0.9615384615384616
hash-5430,0.9615384615384616
hash-8106,0.9607843137254902
hash-4420,0.96
hash-2421,0.96
hash-8399,0.96
hash-4261,0.96
hash-8066,0.96
hash-4347,0.96
hash-5841,0.96
hash-5827,0.96
hash-6084,0.96
hash-8103,0.96
hash-4059,0.96
hash-1273,0.9583333333333334
hash-2710,0.9583333333333334
hash-300,0.9583333333333334
hash-9548,0.9583333333333334
hash-2052,0.9583333333333334
hash-4699,0.9583333333333334
hash-3224,0.9583333333333334
hash-7041,0.9583333333333334
hash-7821,0.9583333333333334
hash-417,0.9583333333333334
hash-7805,0.9583333333333334
hash-7531,0.9583333333333334
hash-313,0.9583333333333334
hash-9796,0.9583333333333334
hash-8195,0.9574468085106382
hash-7525,0.9574468085106382
hash-5885,0.9574468085106382
hash-4153,0.9574468085106382
hash-1727,0.9574468085106382
hash-3516,0.9565217391304348
hash-2675,0.9565217391304348
hash-3048,0.9565217391304348
hash-980,0.9565217391304348
hash-42,0.9565217391304348
hash-7511,0.9565217391304348
hash-3247,0.9565217391304348
hash-6578,0.9565217391304348
hash-6952,0.9565217391304348
hash-8082,0.9565217391304348
hash-9709,0.9565217391304348
hash-2655,0.9565217391304348
hash-7630,0.9565217391304348
hash-6184,0.9565217391304348
hash-1501,0.9565217391304348
hash-6788,0.9565217391304348
hash-8182,0.9565217391304348
hash-1513,0.9565217391304348
hash-3730,0.9565217391304348
hash-1554,0.9555555555555556
hash-1197,0.9555555555555556
hash-8165,0.9555555555555556
hash-9675,0.9555555555555556
hash-5843,0.9552238805970148
hash-3618,0.9545454545454546
hash-9300,0.9545454545454546
hash-1919,0.9545454545454546
hash-5513,0.9545454545454546
hash-9886,0.9545454545454546
hash-2210,0.9545454545454546
hash-9674,0.9545454545454546
hash-9970,0.9545454545454546
hash-4464,0.9545454545454546
hash-2951,0.9545454545454546
hash-578,0.9545454545454546
hash-1691,0.9545454545454546
hash-5095,0.9545454545454546
hash-4419,0.9545454545454546
hash-9515,0.9545454545454546
hash-7697,0.9545454545454546
hash-6360,0.9534883720930232
hash-9943,0.9534883720930232
hash-6117,0.9534883720930232
hash-9759,0.9523809523809524
hash-2189,0.9523809523809524
hash-6038,0.9523809523809524
hash-5413,0.9523809523809524
hash-7849,0.9523809523809524
hash-622,0.9523809523809524
hash-5505,0.9523809523809524
hash-3853,0.9523809523809524
hash-2692,0.9523809523809524
hash-3485,0.9523809523809524
hash-3577,0.9523809523809524
hash-5020,0.9523809523809524
hash-114,0.9523809523809524
hash-7855,0.951219512195122
hash-3605,0.951219512195122
hash-4964,0.951219512195122
hash-5694,0.951219512195122
hash-5580,0.951219512195122
hash-4591,0.951219512195122
hash-9948,0.951219512195122
hash-3227,0.9508196721311476
hash-2466,0.9508196721311476
hash-9176,0.9508196721311476
hash-3998,0.95
hash-3084,0.95
hash-8059,0.95
hash-9159,0.95
hash-3561,0.95
hash-7175,0.95
hash-6536,0.95
hash-9472,0.95
hash-6151,0.95
hash-8140,0.95
hash-8312,0.95
hash-1681,0.95
hash-2463,0.95
hash-885,0.95
hash-816,0.95
hash-2611,0.95
hash-7764,0.95
hash-7560,0.95
hash-1042,0.95
hash-5311,0.95
hash-3680,0.95
hash-6331,0.95
hash-840,0.95
hash-3487,0.95
hash-9049,0.95
hash-205,0.9491525423728814
hash-2195,0.9491525423728814
hash-668,0.9491525423728814
hash-3225,0.9487179487179488
hash-7180,0.9487179487179488
hash-9312,0.9487179487179488
hash-9753,0.9487179487179488
hash-6421,0.9487179487179488
hash-4458,0.9487179487179488
hash-2592,0.9487179487179488
hash-4021,0.9487179487179488
hash-1199,0.9487179487179488
hash-4892,0.9473684210526316
hash-5085,0.9473684210526316
hash-5589,0.9473684210526316
hash-1573,0.9473684210526316
hash-2702,0.9473684210526316
hash-9315,0.9473684210526316
hash-4468,0.9473684210526316
hash-6623,0.9473684210526316
hash-2781,0.9473684210526316
hash-2750,0.9473684210526316
hash-3273,0.9473684210526316
hash-1642,0.9473684210526316
hash-591,0.9473684210526316
hash-2895,0.9473684210526316
hash-3812,0.9473684210526316
hash-6719,0.9473684210526316
hash-7963,0.9473684210526316
hash-6603,0.9473684210526316
hash-2530,0.9473684210526316
hash-1837,0.9473684210526316
hash-6217,0.9473684210526316
hash-3655,0.9473684210526316
hash-4142,0.9473684210526316
hash-6142,0.9464285714285714
hash-2539,0.9464285714285714
hash-7199,0.945945945945946
hash-5952,0.945945945945946
hash-4890,0.945945945945946
hash-8659,0.945945945945946
hash-4145,0.945945945945946
hash-8253,0.945945945945946
hash-4345,0.945945945945946
hash-1646,0.945945945945946
hash-7303,0.945945945945946
hash-7004,0.945945945945946
hash-7165,0.945945945945946
hash-1074,0.9454545454545454
hash-7468,0.9454545454545454
hash-492,0.9444444444444444
hash-9400,0.9444444444444444
hash-2502,0.9444444444444444
hash-9007,0.9444444444444444
hash-1437,0.9444444444444444
hash-2416,0.9444444444444444
hash-2648,0.9444444444444444
hash-3287,0.9444444444444444
hash-9313,0.9444444444444444
hash-7259,0.9444444444444444
hash-4992,0.9444444444444444
hash-49,0.9444444444444444
hash-2751,0.9444444444444444
hash-6782,0.9444444444444444
hash-8678,0.9444444444444444
hash-7252,0.9444444444444444
hash-4379,0.9444444444444444
hash-9539,0.9444444444444444
hash-4001,0.9444444444444444
hash-6898,0.9444444444444444
hash-7465,0.9444444444444444
hash-1218,0.9444444444444444
hash-2822,0.9444444444444444
hash-7909,0.943661971830986
hash-1025,0.9433962264150944
hash-3699,0.9433962264150944
hash-3267,0.9428571428571428
hash-2664,0.9428571428571428
hash-5147,0.9428571428571428
hash-823,0.9428571428571428
hash-3917,0.9428571428571428
hash-254,0.9428571428571428
hash-9039,0.9428571428571428
hash-8962,0.9428571428571428
hash-9079,0.9428571428571428
hash-448,0.9428571428571428
hash-7454,0.9428571428571428
hash-53,0.9428571428571428
hash-3400,0.9428571428571428
hash-9462,0.9423076923076924
hash-1024,0.9423076923076924
hash-6257,0.9423076923076924
hash-6191,0.9423076923076924
hash-6121,0.9423076923076924
hash-561,0.9423076923076924
hash-5762,0.9411764705882352
hash-8736,0.9411764705882352
hash-9011,0.9411764705882352
hash-9020,0.9411764705882352
hash-316,0.9411764705882352
hash-8927,0.9411764705882352
hash-3432,0.9411764705882352
hash-958,0.9411764705882352
hash-3587,0.9411764705882352
hash-6851,0.9411764705882352
hash-3919,0.9411764705882352
hash-3674,0.9411764705882352
hash-4283,0.9411764705882352
hash-4292,0.9411764705882352
hash-4968,0.9411764705882352
hash-2589,0.9411764705882352
hash-2758,0.9411764705882352
hash-8549,0.9411764705882352
hash-5151,0.9411764705882352
hash-2769,0.9411764705882352
hash-6417,0.9411764705882352
hash-4563,0.9411764705882352
hash-4507,0.9411764705882352
hash-7819,0.9411764705882352
hash-1409,0.9411764705882352
hash-704,0.9411764705882352
hash-1797,0.9411764705882352
hash-6562,0.9411764705882352
hash-4942,0.9411764705882352
hash-6137,0.9411764705882352
hash-7214,0.9411764705882352
hash-6893,0.9411764705882352
hash-4073,0.9411764705882352
hash-2490,0.9411764705882352
hash-792,0.9411764705882352
hash-1051,0.9411764705882352
hash-6873,0.9402985074626866
hash-7113,0.9402985074626866
hash-8008,0.9402985074626866
hash-6514,0.94
hash-5661,0.94
hash-4786,0.94
hash-7906,0.94
hash-407,0.94
hash-3316,0.9393939393939394
hash-3871,0.9393939393939394
hash-2402,0.9393939393939394
hash-324,0.9393939393939394
hash-4020,0.9393939393939394
hash-4536,0.9393939393939394
hash-9424,0.9393939393939394
hash-3776,0.9393939393939394
hash-9902,0.9393939393939394
hash-6114,0.9393939393939394
hash-1099,0.9393939393939394
hash-2737,0.9393939393939394
hash-8067,0.9393939393939394
hash-6545,0.9387755102040816
hash-7431,0.9387755102040816
hash-4828,0.9387755102040816
hash-8241,0.9387755102040816
hash-5942,0.9387755102040816
hash-4577,0.9387755102040816
hash-5539,0.9384615384615383
hash-2738,0.9384615384615383
hash-7948,0.9384615384615383
hash-1172,0.9375
hash-9530,0.9375
hash-976,0.9375
hash-3490,0.9375
hash-662,0.9375
hash-2178,0.9375
hash-6915,0.9375
hash-3732,0.9375
hash-4746,0.9375
hash-2418,0.9375
hash-731,0.9375
hash-2414,0.9375
hash-7865,0.9375
hash-5390,0.9375
hash-1626,0.9375
hash-6910,0.9375
hash-1664,0.9375
hash-3828,0.9375
hash-2146,0.9375
hash-8462,0.9375
hash-2814,0.9375
hash-7461,0.9375
hash-2231,0.9375
hash-2605,0.9375
hash-4554,0.9375
hash-291,0.9375
hash-2900,0.9375
hash-405,0.9375
hash-2811,0.9375
hash-2407,0.9375
hash-5616,0.9375
hash-371,0.9375
hash-3455,0.9375
hash-7790,0.9375
hash-5522,0.9375
hash-9114,0.9375
hash-8268,0.9375
hash-8344,0.9375
hash-4820,0.9375
hash-4748,0.9375
hash-1028,0.9375
hash-1269,0.9375
hash-1153,0.9375
hash-2511,0.9375
hash-6590,0.9375
hash-1219,0.9365079365079364
hash-3106,0.9365079365079364
hash-1764,0.9365079365079364
hash-4445,0.9365079365079364
hash-9321,0.9365079365079364
hash-7302,0.9361702127659576
hash-3097,0.9361702127659576
hash-7501,0.9361702127659576
hash-969,0.9361702127659576
hash-7558,0.9361702127659576
hash-4839,0.9354838709677421
hash-6237,0.9354838709677421
hash-3368,0.9354838709677421
hash-3543,0.9354838709677421
hash-8606,0.9354838709677421
hash-2532,0.9354838709677421
hash-2177,0.9354838709677421
hash-3180,0.9354838709677421
hash-5799,0.9354838709677421
hash-2899,0.9354838709677421
hash-6464,0.9354838709677421
hash-4596,0.9354838709677421
hash-8333,0.9354838709677421
hash-2944,0.9354838709677421
hash-9856,0.9354838709677421
hash-6839,0.9354838709677421
hash-5303,0.9354838709677421
hash-8192,0.9354838709677421
hash-54,0.9354838709677421
hash-6384,0.9354838709677421
hash-7278,0.935064935064935
hash-4726,0.935064935064935
hash-3719,0.9347826086956522
hash-4307,0.9347826086956522
hash-2995,0.9347826086956522
hash-3340,0.9347826086956522
hash-9362,0.9347826086956522
hash-9527,0.9347826086956522
hash-9991,0.9347826086956522
hash-5193,0.9344262295081968
hash-2012,0.9344262295081968
hash-2862,0.9344262295081968
hash-852,0.9344262295081968
hash-7484,0.9344262295081968
hash-5327,0.9344262295081968
hash-2443,0.9344262295081968
hash-7478,0.9342105263157896
hash-1799,0.9333333333333332
hash-2270,0.9333333333333332
hash-1738,0.9333333333333332
hash-5229,0.9333333333333332
hash-9766,0.9333333333333332
hash-7346,0.9333333333333332
hash-6478,0.9333333333333332
hash-7823,0.9333333333333332
hash-3257,0.9333333333333332
hash-5351,0.9333333333333332
hash-6258,0.9333333333333332
hash-7219,0.9333333333333332
hash-9178,0.9333333333333332
hash-9469,0.9333333333333332
hash-8594,0.9333333333333332
hash-294,0.9333333333333332
hash-1026,0.9333333333333332
hash-3743,0.9333333333333332
hash-9950,0.9333333333333332
hash-3278,0.9333333333333332
hash-5871,0.9333333333333332
hash-7854,0.9333333333333332
hash-4836,0.9333333333333332
hash-7284,0.9333333333333332
hash-7602,0.9333333333333332
hash-2462,0.9333333333333332
hash-8020,0.9333333333333332
hash-8158,0.9333333333333332
hash-383,0.9333333333333332
hash-5562,0.9333333333333332
hash-3564,0.9333333333333332
hash-5923,0.9333333333333332
hash-9266,0.9333333333333332
hash-6668,0.9333333333333332
hash-4333,0.9333333333333332
hash-7577,0.9333333333333332
hash-6125,0.9333333333333332
hash-3670,0.9333333333333332
hash-70,0.9333333333333332
hash-9543,0.9333333333333332
hash-3229,0.9333333333333332
hash-6519,0.9333333333333332
hash-3017,0.9333333333333332
hash-351,0.9333333333333332
hash-6002,0.9333333333333332
hash-17,0.9333333333333332
hash-7228,0.9325842696629214
hash-9708,0.9322033898305084
hash-8559,0.9322033898305084
hash-4482,0.9322033898305084
hash-5457,0.9322033898305084
hash-8258,0.9322033898305084
hash-3077,0.931818181818182
hash-5741,0.931818181818182
hash-4891,0.931818181818182
hash-3375,0.931818181818182
hash-7378,0.931818181818182
hash-2429,0.931818181818182
hash-311,0.931818181818182
hash-3443,0.931818181818182
hash-8317,0.9315068493150684
hash-9861,0.9315068493150684
hash-3150,0.9315068493150684
hash-9615,0.9310344827586208
hash-9476,0.9310344827586208
hash-8843,0.9310344827586208
hash-7266,0.9310344827586208
hash-139,0.9310344827586208
hash-4156,0.9310344827586208
hash-4406,0.9310344827586208
hash-6353,0.9310344827586208
hash-5208,0.9310344827586208
hash-6912,0.9310344827586208
hash-9575,0.9310344827586208
hash-6239,0.9310344827586208
hash-6147,0.9310344827586208
hash-8518,0.9310344827586208
hash-856,0.9310344827586208
hash-8522,0.9310344827586208
hash-1347,0.9310344827586208
hash-6554,0.9310344827586208
hash-8428,0.9310344827586208
hash-7235,0.9310344827586208
hash-2277,0.9305555555555556
hash-7832,0.9305555555555556
hash-2367,0.9305555555555556
hash-9491,0.9302325581395348
hash-9390,0.9302325581395348
hash-235,0.9302325581395348
hash-8807,0.9302325581395348
